Date,Daily_Items_Sold,Transactions,Total_Daily_Value,Avg_Item_Value_GBP,Avg_Trans_Value_GBP
2018-06-22,"1,371",579,"72,051",52.55,124.44
2018-06-23,"1,156",511,"60,576",52.40,118.54
2018-06-24,"1,446",586,"73,866",51.08,126.05
2018-06-25,"1,578",651,"86,049",54.53,132.18
2018-06-26,"1,375",576,"74,946",54.51,130.11
2018-06-27,"1,468",573,"75,432",51.38,131.64
2018-06-28,"1,223",501,"60,253",49.27,120.27
2018-06-29,"1,347",532,"69,464",51.57,130.57
2018-06-30,"1,077",430,"56,754",52.70,131.99
2018-07-01,"1,294",531,"68,510",52.94,129.02
2018-07-02,"1,390",562,"72,317",52.03,128.68
2018-07-03,"1,175",491,"59,867",50.95,121.93
2018-07-04,"1,194",500,"60,535",50.70,121.07
2018-07-05,"1,573",626,"75,134",47.76,120.02
2018-07-06,"1,450",599,"69,027",47.60,115.24
2018-07-07,"1,065",438,"52,495",49.29,119.85
2018-07-08,"1,225",490,"61,577",50.27,125.67
2018-07-09,"1,467",584,"74,530",50.80,127.62
2018-07-10,"1,470",613,"70,044",47.65,114.26
2018-07-11,"1,301",533,"60,308",46.35,113.15
2018-07-12,"1,276",544,"57,179",44.81,105.11
2018-07-13,"1,238",519,"54,447",43.98,104.91
2018-07-14,"1,219",484,"57,399",47.09,118.59
2018-07-15,"1,415",573,"65,823",46.52,114.87
2018-07-16,"1,464",594,"70,668",48.27,118.97
2018-07-17,"1,394",573,"69,729",50.02,121.69
2018-07-18,"1,404",568,"67,554",48.12,118.93
2018-07-19,"1,347",563,"61,370",45.56,109.00
2018-07-20,"1,428",615,"68,629",48.06,111.59
2018-07-21,329,148,"14,746",44.82,99.64
2018-07-22,"1,220",503,"58,559",48.00,116.42
2018-07-23,"1,683",682,"75,795",45.04,111.14
2018-07-24,"1,752",725,"75,089",42.86,103.57
2018-07-25,"1,532",603,"69,734",45.52,115.65
2018-07-26,"1,313",550,"59,735",45.49,108.61
2018-07-27,"1,599",670,"73,949",46.25,110.37
2018-07-28,"1,400",577,"68,521",48.94,118.75
2018-07-29,"1,757",686,"85,755",48.81,125.01
2018-07-30,"1,668",709,"81,814",49.05,115.39
2018-07-31,"1,873",801,"87,196",46.55,108.86
2018-08-01,"1,929",811,"93,686",48.57,115.52
2018-08-02,"1,748",732,"82,112",46.97,112.17
2018-08-03,"1,610",680,"81,499",50.62,119.85
2018-08-04,"1,384",574,"69,068",49.90,120.33
2018-08-05,"1,554",658,"77,224",49.69,117.36
2018-08-06,"1,713",701,"86,465",50.48,123.35
2018-08-07,"1,677",729,"73,997",44.12,101.50
2018-08-08,"2,219",909,"94,892",42.76,104.39
2018-08-09,"1,921",778,"86,433",44.99,111.10
2018-08-10,"1,957",808,"91,183",46.59,112.85
2018-08-11,"1,687",700,"79,843",47.33,114.06
2018-08-12,"2,230",883,"103,616",46.46,117.35
2018-08-13,"2,371",975,"110,968",46.80,113.81
2018-08-14,"1,871",768,"86,143",46.04,112.16
2018-08-15,"1,856",759,"90,891",48.97,119.75
2018-08-16,"1,897",788,"92,644",48.84,117.57
2018-08-17,"1,849",763,"89,537",48.42,117.35
2018-08-18,"1,590",656,"76,843",48.33,117.14
2018-08-19,"1,861",743,"90,230",48.48,121.44
2018-08-20,"1,850",765,"89,768",48.52,117.34
2018-08-21,"1,671",692,"77,026",46.10,111.31
2018-08-22,"1,680",713,"83,490",49.70,117.10
2018-08-23,"1,599",662,"77,692",48.59,117.36
2018-08-24,"1,729",696,"87,209",50.44,125.30
2018-08-25,"1,445",609,"71,581",49.54,117.54
2018-08-26,"1,654",678,"79,510",48.07,117.27
2018-08-27,"1,632",652,"83,933",51.43,128.73
2018-08-28,"1,532",634,"76,737",50.09,121.04
2018-08-29,"1,670",695,"86,028",51.51,123.78
2018-08-30,"1,380",565,"70,284",50.93,124.40
2018-08-31,"1,614",661,"79,908",49.51,120.89
2018-09-01,"1,396",555,"72,002",51.58,129.73
2018-09-02,"1,544",621,"75,791",49.09,122.05
2018-09-03,"1,500",617,"76,562",51.04,124.09
2018-09-04,"1,300",542,"66,281",50.99,122.29
2018-09-05,"1,464",609,"69,805",47.68,114.62
2018-09-06,"1,571",634,"80,876",51.48,127.56
2018-09-07,"1,337",543,"66,662",49.86,122.77
2018-09-08,"1,530",606,"82,300",53.79,135.81
2018-09-09,"1,784",666,"90,342",50.64,135.65
2018-09-10,"1,491",603,"73,542",49.32,121.96
2018-09-11,"1,434",598,"75,553",52.69,126.34
2018-09-12,"1,588",638,"85,540",53.87,134.08
2018-09-13,"1,510",618,"77,895",51.59,126.04
