Title,Theme,Segment,Email Feature Type ,Subject,List,Send Date & Time,Send Date,Send Time,Send Time (Hour),Send Weekday,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,Times Forwarded,Forwarded Opens,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Abuse Complaints,Bounce Rate,Unsubscribe Rate
Beautiful Solus,Offer,Musicals,Solus,Exclusive Offer: Save 43% on Beautiful - The Carole King Musical at the Aldwych TheatreÃ‚Â Ã°Å¸Å_Â_Ã°Å¸â€™â€º,(Do not use) FromTheBoxOffice Subscribers,Feb 26 2017 06:00 pm,"Feb 26, 2017 ",18:00:00,6:00:00 PM,Sunday,102267,102240,20,7,27,0,0,14866,14.54%,22567,803,0.79%,1072,138,12,100.00%,17.18555417
"Tape Face, School of Rock, Gatsby, Sorrows of Satan, Wipers, Another Mother's Son, Wild Party",Offer,All,Multi-show,PAYDAY SPECIALSÃ‚Â Ã°Å¸Å_â€°Ã‚Â Free Seat Upgrade on Tape Face + Low Fees on School of Rock + More Unmissable Offers Ending Soon!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Feb 28 2017 05:06 pm,"Feb 28, 2017 ",17:06:00,5:00:00 PM,Tuesday,222900,222821,63,16,79,0,0,29378,13.18%,40666,1034,0.46%,1567,244,22,100.00%,23.59767892
"Queen Anne, Filthy Business, Gloria, Occupational, Sand, Wipers Time, Ugly Lies the Bone",New On-Sale,Plays,Multi-show,NOW ON SALE | RSC's Queen Anne + new plays at the Hampstead Theatre! Ã°Å¸Å_Â_,(Do not use) FromTheBoxOffice Subscribers,Mar 02 2017 12:34 pm,"Mar 02, 2017 ",12:34:00,1:00:00 PM,Thursday,42786,42770,12,4,16,0,0,14071,32.90%,19622,328,0.77%,533,52,4,100.00%,15.85365854
"Annie, Jersey Boys, Wicked, 42nd Street, Phantom, Marti Pellow, Footloose",Offer,Musicals,Multi-show,NEW ON SALE: Annie starring Miranda Hart + exclusive offer on Wicked + last chance to see Jersey Boys + more!,(Do not use) FromTheBoxOffice Subscribers,Mar 02 2017 02:44 pm,"Mar 02, 2017 ",14:44:00,3:00:00 PM,Thursday,179834,179763,51,20,71,0,0,23048,12.82%,34498,1940,1.08%,2686,200,11,100.00%,10.30927835
Wind in the Willows NBF Solus,Offer,Family,Solus,Poop poop! No booking fees on The Wind in the Willows at the London Palladium - book now from only Ã‚Â£15.Ã‚Â Ã°Å¸ÂêÂ¸Ã¢Å“Â¨,(Do not use) FromTheBoxOffice Subscribers,Mar 04 2017 08:00 am,"Mar 04, 2017 ",08:00:00,8:00:00 AM,Saturday,54892,54876,11,5,16,0,0,7882,14.36%,11713,301,0.55%,463,84,3,20.35%,27.90697674
Travesties Solus,Reviews,Plays,Solus,Travesties opens to rave reviews! Tickets from just Ã‚Â£23.75 - book today. Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Mar 05 2017 07:00 pm,"Mar 05, 2017 ",19:00:00,7:00:00 PM,Sunday,102680,102640,28,12,40,0,0,18130,17.66%,27333,650,0.63%,862,153,3,85.71%,23.53846154
Thriller Solus Flash Sale,Offer,Musicals,Solus,FLASH SALE: Save 60% on Thriller Live at the Lyric Theatre - book now from Ã‚Â£20!Ã‚Â Ã°Å¸Å_Â¸Ã°Å¸Å_Âµ,(Do not use) FromTheBoxOffice Subscribers,Mar 07 2017 12:12 pm,"Mar 07, 2017 ",12:12:00,12:00:00 PM,Tuesday,56285,56259,17,9,26,0,0,6357,11.30%,9529,368,0.65%,480,45,7,25.98%,12.22826087
"Comedy About a Bank Robbery, Yamato, Partenope, AMS, DGLS, Wild Party, Pirates",Offer,Dance/Opera/Classical,Multi-show,FLASH OFFER: 49% off The Comedy About a Bank Robbery | Rosencrantz & Guildenstern starring Daniel Radcliffe opens to rave reviews + more!,(Do not use) FromTheBoxOffice Subscribers,Mar 08 2017 06:24 pm,"Mar 08, 2017 ",18:24:00,6:00:00 PM,Wednesday,216706,216613,72,21,93,0,0,28502,13.16%,40873,1281,0.59%,1931,242,15,100.00%,18.89149102
"SOAT, Olly Murs, Jess Glynne, Kaiser Chiefs, Tom Jones, George Benson, Madness, 80s vs 90s",Full-price,All,Multi-show,"This Summer: Olly Murs, Jess Glynne, Kaiser Chiefs, Tom Jones & More at the Scarborough Open Air Theatre! Book Today.Ã‚Â Ã°Å¸Å’Å_",(Do not use) FromTheBoxOffice Subscribers,Mar 10 2017 06:00 pm,"Mar 10, 2017 ",18:00:00,6:00:00 PM,Friday,110050,110015,29,6,35,0,0,19630,17.84%,27395,678,0.62%,869,109,8,67.95%,16.07669617
"SOAT, Olly Murs, Jess Glynne, Kaiser Chiefs, Tom Jones, George Benson, Madness, 80s vs 90s (copy 01)",Full-price,All,Multi-show,"This Summer: Olly Murs, Jess Glynne, Kaiser Chiefs, Tom Jones & More at the Scarborough Open Air Theatre! Book Today.Ã‚Â Ã°Å¸Å’Å_",(Do not use) FromTheBoxOffice Subscribers,Mar 11 2017 10:00 am,"Mar 11, 2017 ",10:00:00,10:00:00 AM,Saturday,95681,95651,27,3,30,0,0,8935,9.34%,11980,249,0.26%,308,84,7,71.67%,33.73493976
Kinky Boots NBF Solus,Offer,Musicals,Solus,EXCLUSIVE: No Booking Fees on Kinky Boots - Tickets From Ã‚Â£19.50.,(Do not use) FromTheBoxOffice Subscribers,Mar 13 2017 05:59 pm,"Mar 13, 2017 ",17:59:00,6:00:00 PM,Monday,101746,101705,30,11,41,0,0,17639,17.34%,74725,755,0.74%,996,106,10,100.00%,14.0397351
Matilda,Full-price,Musicals,Solus,See Matilda The Musical This Spring. Last Few Seats Remaining For The Easter Holidays!Ã‚Â Ã°Å¸ÂêÂ°Ã°Å¸Å’Â_,(Do not use) FromTheBoxOffice Subscribers,Mar 15 2017 06:18 pm,"Mar 15, 2017 ",18:18:00,6:00:00 PM,Wednesday,53697,53681,13,3,16,0,0,9436,17.58%,13825,510,0.95%,635,57,2,100.00%,11.17647059
"Easter: First Ballet, SoR, Annie, Honk, Kinky, 4nd Street, AAIP, Aladdin, TLK, Matilda",Full-price,Family,Multi-show,"Easter theatre treats for kids!Ã‚Â Ã°Å¸ÂêÂ£Ã‚Â My First Ballet: Cinderella, School of Rock, Honk! & more - book now to guarantee the best seats.Ã‚Â Ã°Å¸ÂêÂ°Ã°Å¸Å’Â_",(Do not use) FromTheBoxOffice Subscribers,Mar 17 2017 05:53 pm,"Mar 17, 2017 ",17:53:00,6:00:00 PM,Friday,54563,54543,14,6,20,0,0,7600,13.93%,10922,526,0.96%,781,55,2,34.68%,10.45627376
"Easter: The Girls, SOHO Comedy, AAIP, Half a Sixpence, SoR, How to Succeed, Whisper House, Carousel",Full-price,Musicals,Multi-show,"See a musical this Easter!Ã‚Â Ã°Å¸ÂêÂ£Ã‚Â Book now for the best seats. Offers on The Girls, School Of Rock, Carousel + more.Ã‚Â Ã°Å¸Å’Â_Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Mar 17 2017 06:33 pm,"Mar 17, 2017 ",18:33:00,7:00:00 PM,Friday,64183,64141,20,22,42,0,0,10020,15.62%,15269,674,1.05%,976,63,8,100.00%,9.347181009
"Easter: Goat, Virginia, Curious, Travesties, The Phil, Wipers Times, Bank, TPTGW, 12th Night, Miser",Cast Announcement,Plays,Multi-show,"Plays to treat yourself to this Easter: Daniel Lewis in The Goat, or Who is Sylvia?|Who's Afraid of Virginia Woolf? |The Philanthropist & More!",(Do not use) FromTheBoxOffice Subscribers,Mar 17 2017 06:43 pm,"Mar 17, 2017 ",18:43:00,7:00:00 PM,Friday,102525,102462,31,32,63,0,0,15473,15.10%,23331,859,0.84%,1311,128,8,37.84%,14.90104773
An American in Paris -personalised email (copy 02),Full-price,Musicals,Solus,"Because you booked *|MMERGE8|*, we think you'll LOVE An American in Paris!",(Do not use) FromTheBoxOffice Subscribers,Mar 20 2017 01:23 pm,"Mar 20, 2017 ",13:23:00,1:00:00 PM,Monday,8096,8094,2,0,2,0,0,2815,34.78%,4760,208,2.57%,292,32,0,30.28%,15.38461538
Carousel Solus,Offer,Musicals,Solus,No booking fees on Carousel starring Katherine Jenkins & Alfie Boe! Opens in 2 weeks at the London Coliseum.Ã‚Â Ã°Å¸â€™â€“Ã¢Å“Â¨,(Do not use) FromTheBoxOffice Subscribers,Mar 26 2017 08:00 pm,"Mar 26, 2017 ",20:00:00,8:00:00 PM,Sunday,101387,101342,27,18,45,0,0,18569,18.32%,28314,902,0.89%,1180,133,8,100.00%,14.74501109
Underbelly Solus - New On Sale (copy 01),New On-Sale,Circus/Cabaret/Burlesque,Solus,Underbelly Festival On Sale Now! Al Murray | Sara Pascoe | Briefs & Much More Ã¢â‚¬â€œ Book Now For Summer Fun @ The Southbank.Ã‚Â Ã°Å¸Å’Â»Ã°Å¸Å_Âª,(Do not use) FromTheBoxOffice Subscribers,Mar 27 2017 04:35 pm,"Mar 27, 2017 ",16:35:00,5:00:00 PM,Monday,220765,220667,63,35,98,0,0,32829,14.88%,46521,1098,0.50%,1834,258,23,100.00%,23.49726776
"Rosencrantz, Love in Idlness, Ugly Lies, 12th Night, Terror, City of Glass, Salome, Kite, Chinglish",Cast Announcement,Plays,Multi-show,See Daniel Radcliffe in Rosencrantz From Ã‚Â£24 | Love in Idleness Transfers to the West End | 4 Stars for Chinglish | & More News!,(Do not use) FromTheBoxOffice Subscribers,Mar 29 2017 04:43 pm,"Mar 29, 2017 ",16:43:00,5:00:00 PM,Wednesday,57619,57601,14,4,18,0,0,24964,43.34%,35597,770,1.34%,1106,94,8,100.00%,12.20779221
Five Guys Named Moe Solus,New On-Sale,Musicals,Solus,NEW ON SALE: Five Guys Named Moe at the new Marble Arch Theatre! Book now - tickets from Ã‚Â£12 Ã‚Â Ã°Å¸Å_Â¶,(Do not use) FromTheBoxOffice Subscribers,Mar 30 2017 02:51 pm,"Mar 30, 2017 ",14:51:00,3:00:00 PM,Thursday,83318,83285,23,10,33,0,0,6480,7.78%,8727,130,0.16%,176,77,4,26.92%,59.23076923
Off West End,Full-price,Plays,Multi-show,Unmissable Off-West End treats: Hampstead Theatre | Royal Court | Lyric Hammersmith | Honk! returns for Easter @ The Union Theatre & more!,(Do not use) FromTheBoxOffice Subscribers,Mar 31 2017 06:09 pm,"Mar 31, 2017 ",18:09:00,6:00:00 PM,Friday,40855,40841,12,2,14,0,0,8179,20.03%,12678,212,0.52%,341,58,2,50.16%,27.35849057
An American in Paris - Post-Opening Solus,Reviews,Musicals,Solus,An American in Paris opens to 22 FIVE-STAR reviews!Ã‚Â Book tickets from Ã‚Â£21.30.Ã‚Â Ã°Å¸Å_Â¶Ã¢Â_Âê,(Do not use) FromTheBoxOffice Subscribers,Apr 01 2017 02:00 pm,"Apr 01, 2017 ",14:00:00,2:00:00 PM,Saturday,100939,100898,37,4,41,0,0,17451,17.30%,27313,697,0.69%,966,120,5,14.58%,17.21664275
42nd Street - Post Opening,Reviews,Musicals,Solus,42nd Street opens to rave reviews and the royal seal of approval!Ã‚Â Ã°Å¸â€˜â€˜Ã‚Â  Book Easter tickets now from Ã‚Â£28.75.Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Apr 05 2017 11:26 am,"Apr 05, 2017 ",11:26:00,11:00:00 AM,Wednesday,84679,84633,35,11,46,0,0,6420,7.59%,9206,437,0.52%,575,67,6,22.17%,15.33180778
"The Goat, Miser, Cat Roof, Seagull, Legend of Mulan, Motionhouse, Aracaladanza",Offer,Plays,Multi-show,5 Stars for The Goat Starring Damian Lewis  Ã°Å¸ÂêÂê| No fees on The Miser | The Legend of Mulan & More Dance Easter Specials Ã°Å¸â€™Æ’Ã°Å¸ÂêÂ£,(Do not use) FromTheBoxOffice Subscribers,Apr 06 2017 12:32 pm,"Apr 06, 2017 ",12:32:00,1:00:00 PM,Thursday,102626,102531,69,26,95,0,0,15820,15.43%,22824,609,0.59%,883,112,8,75.00%,18.3908046
"Kiss Me Kate, Sister Act Live Choir, Our Ladies, How To Succeed, La Strada, Judy, Underbelly",New On-Sale,Musicals,Multi-show,"New on Sale: Kiss Me, Kate @ the London Coliseum | Sister Act Live Choir Open Soon | Underbelly Festival Fun",(Do not use) FromTheBoxOffice Subscribers,Apr 07 2017 11:10 am,"Apr 07, 2017 ",11:10:00,11:00:00 AM,Friday,95524,95470,48,6,54,0,0,11776,12.33%,15654,323,0.34%,447,74,2,100.00%,22.91021672
"Virginia Woolf, Our Ladies, Alice's Adventures Underground, Gatsby, Taj Express",Offer,Plays,Multi-show,No Fees on the 5-Star Who's Afraid of Virginia Woolf?| Olivier Award Nominees & Winners | Immersive Theatre & More!,(Do not use) FromTheBoxOffice Subscribers,Apr 10 2017 05:27 pm,"Apr 10, 2017 ",17:27:00,5:00:00 PM,Monday,219736,219622,93,21,114,0,0,31647,14.41%,43198,781,0.36%,1244,213,10,100.00%,27.27272727
Carousel Solus Post Opening,Reviews,Musicals,Solus,Ã°Å¸â€™â€“Ã¢Å“Â¨Carousel Opens to 4 Star Reviews! + Mamma Mia! Flash Sale - 41% Off!,(Do not use) FromTheBoxOffice Subscribers,Apr 12 2017 11:59 am,"Apr 12, 2017 ",11:59:00,12:00:00 PM,Wednesday,82722,82685,29,8,37,0,0,5021,6.07%,6700,217,0.26%,270,62,0,100.00%,28.57142857
School of Rock,Reviews,Musicals,Solus,Ã°Å¸Å_Â¸Ã°Å¸Å_Â¶Ã‚Â School of Rock wins outstanding achievement at the Olivier Awards - Book tickets from only Ã‚Â£18!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Apr 12 2017 01:16 pm,"Apr 12, 2017 ",13:16:00,1:00:00 PM,Wednesday,110883,110828,46,9,55,0,0,9968,8.99%,13263,432,0.39%,534,120,4,19.27%,27.77777778
School of Rock (copy 02),Reviews,Musicals,Solus,Ã°Å¸Å_Â¸Ã°Å¸Å_Â¶Ã‚Â School of Rock wins outstanding achievement at the Olivier Awards - Book tickets from only Ã‚Â£18!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Apr 13 2017 12:33 pm,"Apr 13, 2017 ",12:33:00,1:00:00 PM,Thursday,24145,24142,3,0,3,0,0,16004,66.29%,21865,320,1.33%,635,65,1,100.00%,20.3125
"Underbelly Festival Solus, Catch Me, Casus",Opening Soon,Circus/Cabaret/Burlesque,Multi-show,Upcoming circus & comedy at the Underbelly Festival Southbank! Opening 28 April - book tickets now.Ã‚Â Ã°Å¸Å’Â»Ã°Å¸Å’Å_,(Do not use) FromTheBoxOffice Subscribers,Apr 13 2017 01:14 pm,"Apr 13, 2017 ",13:14:00,1:00:00 PM,Thursday,1756,1756,0,0,0,0,0,977,55.64%,1309,15,0.85%,29,6,1,45.45%,40
"Underbelly Festival Solus, Catch Me, Casus (copy 01)",Opening Soon,Circus/Cabaret/Burlesque,Multi-show,Post-bank holiday blues? Book upcoming comedy & circus at the Underbelly Festival Southbank from just Ã‚Â£12.99!Ã‚Â Ã°Å¸Å’Â»Ã°Å¸Å’Å_Ã°Å¸Å_Âª,(Do not use) FromTheBoxOffice Subscribers,Apr 18 2017 06:00 pm,"Apr 18, 2017 ",18:00:00,6:00:00 PM,Tuesday,217463,217357,76,30,106,0,0,31999,14.72%,42515,415,0.19%,651,267,9,100.00%,64.3373494
"Working, Nutcracker, Taj Express, Men in Motion, Braille Legacy, Hair the Musical, Sister Act,",New On-Sale,Musicals,Multi-show,"New musicals on sale: Working, Hair & Taj Express! Plus upcoming dance + circus.Ã‚Â Ã°Å¸Å_ÂªÃ°Å¸â€™Æ’Ã‚Â Book now for the best seats!Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Apr 20 2017 06:00 pm,"Apr 20, 2017 ",18:00:00,6:00:00 PM,Thursday,111372,111320,35,17,52,0,0,17107,15.37%,23031,373,0.34%,582,121,6,100.00%,32.43967828
School of Rock (copy 04),Reviews,Musicals,Solus,Ã°Å¸Å_Â¸Ã°Å¸Å_Â¶Ã‚Â School of Rock wins outstanding achievement at the Olivier Awards - Book tickets from only Ã‚Â£18!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Apr 25 2017 11:54 am,"Apr 25, 2017 ",11:54:00,12:00:00 PM,Tuesday,101214,101153,43,18,61,0,0,5650,5.59%,7258,270,0.27%,342,83,3,16.55%,30.74074074
School of Rock (copy 05),Reviews,Musicals,Solus,Ã°Å¸Å_Â¸Ã°Å¸Å_Â¶Ã‚Â School of Rock wins outstanding achievement at the Olivier Awards - Book tickets from only Ã‚Â£18!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Apr 25 2017 11:58 am,"Apr 25, 2017 ",11:58:00,12:00:00 PM,Tuesday,8250,8250,0,0,0,0,0,3134,37.99%,4120,67,0.81%,96,17,0,13.41%,25.37313433
Cat On a Hot Tin Roof Solus 2,Opening Soon,Plays,Solus,"Cat On A Hot Tin Roof with Sienna Miller and Jack O'Connell opens soon - best seats selling fast, book now from Ã‚Â£24!Ã‚Â Ã°Å¸ËœÂç",(Do not use) FromTheBoxOffice Subscribers,Apr 26 2017 06:12 pm,"Apr 26, 2017 ",18:12:00,6:00:00 PM,Wednesday,117360,117268,57,35,92,0,0,19927,16.99%,29220,584,0.50%,785,180,6,100.00%,30.82191781
Annie Solus,Opening Soon,Musicals,Solus,Annie the Musical starring Miranda Hart opens soon at the Piccadilly Theatre - book your tickets now!Ã‚Â Ã°Å¸ÂêÂ¶Ã°Å¸â€™â€¢,(Do not use) FromTheBoxOffice Subscribers,Apr 26 2017 06:15 pm,"Apr 26, 2017 ",18:15:00,6:00:00 PM,Wednesday,116653,116501,90,62,152,0,0,21050,18.07%,31691,1197,1.03%,1480,220,5,30.19%,18.37928154
Cirque du Soleil OVO,New On-Sale,Circus/Cabaret/Burlesque,Solus,Cirque Du Soleil's OVO at the Royal Albert Hall On Sale Now! Tickets Available From Ã‚Â£44 - Book Today.Ã‚Â Ã°Å¸â€™Â«,(Do not use) FromTheBoxOffice Subscribers,Apr 28 2017 11:22 am,"Apr 28, 2017 ",11:22:00,11:00:00 AM,Friday,242706,242586,103,17,120,0,0,38694,15.95%,57553,2127,0.88%,3091,287,19,100.00%,13.49318289
"Brodsky, James Thieree, Northern Ballet Casanova, Sidi Larbi Cherakaoui, Rambert, SOHO",Offer,Dance/Opera/Classical,Multi-show,Happy International Dance Day! Ã°Å¸â€™Æ’Ã‚Â No Fees on Soho @ The Peacock | See Brodsky/Baryshnikov Next Week | 35% Off Mark Murphy's V-TOL & More - Book Now,(Do not use) FromTheBoxOffice Subscribers,Apr 29 2017 10:00 am,"Apr 29, 2017 ",10:00:00,10:00:00 AM,Saturday,38958,38939,17,2,19,0,0,15873,40.76%,20604,290,0.74%,500,48,1,100.00%,16.55172414
"Our Ladies, AAIP, Rotterdam, Salome, Shit Faced, Tape Face, Stepping, Baddiel, Carousel, VW, Rosen",Opening Soon,Musicals,Multi-show,Plays & Musicals Opening/Closing Soon: Our Ladies - No Fees | Woyzeck @ The Old Vic | An American in Paris - No Fees & New Seats Added | & More!,(Do not use) FromTheBoxOffice Subscribers,Apr 29 2017 07:00 pm,"Apr 29, 2017 ",19:00:00,7:00:00 PM,Saturday,203448,203342,91,15,106,0,0,20536,10.10%,30749,1204,0.59%,1812,268,11,100.00%,22.25913621
Five Guys Named Moe Solus (copy 01),New On-Sale,Musicals,Solus,Clarke Peters' Five Guys Named Moe at the new Marble Arch Theatre - tickets from only Ã‚Â£12.00! Ã‚Â Ã°Å¸Å_Â¶Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,May 01 2017 01:00 pm,"May 01, 2017 ",13:00:00,1:00:00 PM,Monday,116027,115972,51,4,55,0,0,17716,15.28%,24375,275,0.24%,397,181,7,100.00%,65.81818182
"42nd Street, Young Frankenstein, The Simon and Garfunkel Story",Cast Announcement,Musicals,Multi-show,"See Ross Noble in Young Frankenstein from Ã‚Â£23.75 | New On Sale: The Simon & Garfunkel Story + No Fees on Wicked, 42nd Street & More",(Do not use) FromTheBoxOffice Subscribers,May 02 2017 05:13 pm,"May 02, 2017 ",17:13:00,5:00:00 PM,Tuesday,131944,131867,66,11,77,0,0,20728,15.72%,28433,586,0.44%,872,201,5,100.00%,34.3003413
The Ferryman post-press night @ Royal Court,New On-Sale,Plays,Multi-show,"The Ferryman - Butterworth & Mendes' new play - opens to rave reviews! Tickets for its West End run are on sale now, from only Ã‚Â£14.15",(Do not use) FromTheBoxOffice Subscribers,May 04 2017 04:10 pm,"May 04, 2017 ",16:10:00,4:00:00 PM,Thursday,65049,65023,22,4,26,0,0,23566,36.24%,34901,814,1.25%,1240,109,10,92.86%,13.39066339
"42nd Street, Young Frankenstein, The Simon and Garfunkel Story (copy 01)",Cast Announcement,Musicals,Multi-show,Ross Noble to Star in Young Frankenstein | 42nd Street No Fees Offer & More,(Do not use) FromTheBoxOffice Subscribers,May 04 2017 07:00 pm,"May 04, 2017 ",19:00:00,7:00:00 PM,Thursday,113029,112950,53,26,79,0,0,7447,6.59%,9560,213,0.19%,281,114,4,35.68%,53.52112676
The Ferryman post-press night @ Royal Court (copy 01),New On-Sale,Plays,Multi-show,"The Ferryman - Butterworth & Mendes' new play - opens to rave reviews! Tickets for its West End run are on sale now, from only Ã‚Â£14.15",(Do not use) FromTheBoxOffice Subscribers,May 05 2017 10:18 am,"May 05, 2017 ",10:18:00,10:00:00 AM,Friday,153648,153568,53,27,80,0,0,5197,3.38%,7280,242,0.16%,393,124,6,100.00%,51.23966942
"World Laughter Day: Tape Face, Shit Faced, Al Murray, Ed Gamble, Miser, Sean Kelly",Offer,All,Multi-show,"Treat yourself to comedy: It's World Laughter Day! Ã°Å¸Â_Â£ Tape Face tickets Ã‚Â£19.50 offer + Al Murray, Ed Gamble & more at Underbelly FestivalÃ‚Â Ã°Å¸Å’Å_",(Do not use) FromTheBoxOffice Subscribers,May 07 2017 01:00 pm,"May 07, 2017 ",13:00:00,1:00:00 PM,Sunday,50740,50715,17,8,25,0,0,19377,38.21%,25694,447,0.88%,694,101,8,100.00%,22.5950783
Taj Express,Offer,Dance/Opera/Classical,Solus,"*|FNAME|*, if you liked Beyond Bollywood, you'll LOVE Taj Express! Ã°Å¸â€™Æ’Ã‚Â Book now & save 33% - tickets from Ã‚Â£17.25.Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,May 10 2017 05:34 pm,"May 10, 2017 ",17:34:00,6:00:00 PM,Wednesday,2005,1936,13,56,69,0,0,567,29.29%,1725,252,13.02%,493,4,0,0.00%,1.587301587
"Sand in the Sandwiches, Chummy, The Ugly One, City of Glass, B, Bodies, Victory Condition",Offer,Plays,Multi-show,Save up to 47% on Sand in the Sandwiches starring Edward Fox | 51% off The Philanthropist | New shows at The Royal Court & much more!,(Do not use) FromTheBoxOffice Subscribers,May 10 2017 07:00 pm,"May 10, 2017 ",19:00:00,7:00:00 PM,Wednesday,42726,42705,13,8,21,0,0,13152,30.80%,17380,303,0.71%,527,64,2,0.00%,21.12211221
"Kinky Boots, Yank, Five Guys Named Moe, Toxic Avenger, Judy, La Strada, Whisper House",Offer,Musicals,Multi-show,Save up to 40% on Kinky Boots Ã°Å¸â€˜Â Ã‚Â No Booking Fees on Motown & Five Guys Named MoeÃ‚Â Ã°Å¸Å_Â¶Ã‚Â + More Unmissable Musicals!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,May 10 2017 07:00 pm,"May 10, 2017 ",19:00:00,7:00:00 PM,Wednesday,115310,115268,28,14,42,0,0,17754,15.40%,24832,859,0.75%,1231,135,12,0.00%,15.71594878
HALF TERM 27TH MAY - 3 JUNE,Full-price,Family,Multi-show,Half-term entertainment for kids by age: Adventures in WonderlandÃ‚Â Ã°Å¸ÂêÂ°Ã‚Â Underbelly Festival fun Ã°Å¸Å’Å_Ã‚Â In The Night Garden Live & more!,(Do not use) FromTheBoxOffice Subscribers,May 13 2017 09:00 am,"May 13, 2017 ",09:00:00,9:00:00 AM,Saturday,60726,60706,12,8,20,0,0,8094,13.33%,11398,434,0.71%,810,68,4,0.00%,15.66820276
Bat Out of Hell Solus,Opening Soon,Musicals,Solus,Bat Out of Hell opens soon at the London Coliseum! Book now from only Ã‚Â£17.25Ã‚Â Ã°Å¸Å_Â¸Ã‚Â Ã°Å¸Å_Â¶,(Do not use) FromTheBoxOffice Subscribers,May 16 2017 12:01 pm,"May 16, 2017 ",12:01:00,12:00:00 PM,Tuesday,40226,40213,8,5,13,0,0,20943,52.08%,29001,855,2.13%,1293,49,3,0.00%,5.730994152
Disney's Aladdin Solus - Comedy,Full-price,Comedy,Solus,"*|FNAME|*, be taken to a whole new world with the magic of Disney's Aladdin this summer!",(Do not use) FromTheBoxOffice Subscribers,May 17 2017 05:00 pm,"May 17, 2017 ",17:00:00,5:00:00 PM,Wednesday,16038,16030,6,2,8,0,0,2810,17.53%,3946,119,0.74%,151,33,0,0.00%,27.73109244
Disney's Aladdin Solus - Circus,Full-price,Circus/Cabaret/Burlesque,Solus,"*|FNAME|*, be taken to a whole new world with the magic of Disney's Aladdin this summer!",(Do not use) FromTheBoxOffice Subscribers,May 17 2017 06:00 pm,"May 17, 2017 ",18:00:00,6:00:00 PM,Wednesday,2089,2089,0,0,0,0,0,287,13.74%,384,17,0.81%,21,1,0,0.00%,5.882352941
Disney's Aladdin Solus - The Lion King,Full-price,Musicals,Solus,"*|FNAME|*, be taken to a whole new world with the magic of Disney's Aladdin this summer!",(Do not use) FromTheBoxOffice Subscribers,May 17 2017 07:00 pm,"May 17, 2017 ",19:00:00,7:00:00 PM,Wednesday,3720,3718,0,2,2,0,0,706,18.99%,1065,49,1.32%,57,11,1,0.00%,22.44897959
Apologia & Mentor,Cast Announcement,Plays,Solus,Stockard Channing (Grease) to star in Apologia! + Anthony Joshua: Meet the Boxing World-Champion live | The Mentor @ the Vaudeville,(Do not use) FromTheBoxOffice Subscribers,May 19 2017 11:02 am,"May 19, 2017 ",11:02:00,11:00:00 AM,Friday,241299,241150,106,43,149,0,0,44990,18.66%,58710,552,0.23%,798,529,12,0.00%,95.83333333
